NAME,CITY,STATE,NAICS_DESC
FOX COLLEGE,BEDFORD PARK,IL,JUNIOR COLLEGES
FORTIS INSTITUTE-ERIE,ERIE,PA,JUNIOR COLLEGES
HERITAGE UNIVERSITY,TOPPENISH,WA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
DUNWOODY COLLEGE OF TECHNOLOGY,MINNEAPOLIS,MN,JUNIOR COLLEGES
CLEVELAND COMMUNITY COLLEGE,SHELBY,NC,JUNIOR COLLEGES
IONA COLLEGE,NEW ROCHELLE,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
LAKE-SUMTER STATE COLLEGE,LEESBURG,FL,JUNIOR COLLEGES
ST CHARLES COMMUNITY COLLEGE,COTTLEVILLE,MO,JUNIOR COLLEGES
MAINE MEDIA COLLEGE,ROCKPORT,ME,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MEDICAL CAREER COLLEGE OF NORTHERN CALIFORNIA,ROSEVILLE,CA,OTHER TECHNICAL AND TRADE SCHOOLS
MIXED INSTITUTE OF COSMETOLOGY & BARBER,SACRAMENTO,CA,COSMETOLOGY AND BARBER SCHOOLS
LIL LOU'S BEAUTY AND BARBER COLLEGE-HAMMOND,HAMMOND,IN,COSMETOLOGY AND BARBER SCHOOLS
KC BEAUTY ACADEMY,LOS ANGELES,CA,COSMETOLOGY AND BARBER SCHOOLS
DAVENPORT UNIVERSITY - DETROIT,DETROIT,MI,OTHER TECHNICAL AND TRADE SCHOOLS
STUDIO BEAUTY SCHOOL,SPOKANE VALLEY,WA,COSMETOLOGY AND BARBER SCHOOLS
POLYTECHNIC UNIVERSITY OF PUERTO RICO-ORLANDO,ORLANDO,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MANUEL AND THERESA'S SCHOOL OF HAIR DESIGN,BRENHAM,TX,COSMETOLOGY AND BARBER SCHOOLS
SAN BERNARDINO BEAUTY COLLEGE,SAN BERNARDINO,CA,COSMETOLOGY AND BARBER SCHOOLS
EMPIRE BEAUTY SCHOOL-TAMPA,TAMPA,FL,COSMETOLOGY AND BARBER SCHOOLS
EMPIRE BEAUTY SCHOOL-LAKELAND,LAKELAND,FL,COSMETOLOGY AND BARBER SCHOOLS
RESURRECTION UNIVERSITY,CHICAGO,IL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
EMERSON COLLEGE,BOSTON,MA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MERIDIAN UNIVERSITY,PETALUMA,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
SUNY MARITIME COLLEGE,THROGGS NECK,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
TOURO COLLEGE,NEW YORK,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
WADE GORDON HAIRDRESSING ACADEMY,AMARILLO,TX,COSMETOLOGY AND BARBER SCHOOLS
UTA MESIVTA OF KIRYAS JOEL,MONROE,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MIDWEST TECHNICAL INSTITUTE-EAST PEORIA,EAST PEORIA,IL,OTHER TECHNICAL AND TRADE SCHOOLS
UNIVERSITY OF THE PEOPLE,PASADENA,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
OLIVER FINLEY ACADEMY OF COSMETOLOGY,BOISE,ID,COSMETOLOGY AND BARBER SCHOOLS
OAKLAND COMMUNITY COLLEGE,BLOOMFIELD HILLS,MI,JUNIOR COLLEGES
PINNACLE CAREER INSTITUTE-SOUTH KANSAS CITY,KANSAS CITY,MO,JUNIOR COLLEGES
PLATT COLLEGE-MCCANN-ALLENTOWN,ALLENTOWN,PA,JUNIOR COLLEGES
ARCLABS,PIEDMONT,SC,OTHER TECHNICAL AND TRADE SCHOOLS
ARKANSAS COLLEGES OF HEALTH EDUCATION,FORT SMITH,AR,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
SPARTAN COLLEGE OF AERONAUTICS AND TECHNOLOGY,RIVERSIDE,CA,OTHER TECHNICAL AND TRADE SCHOOLS
MASSACHUSETTS SCHOOL OF BARBERING,QUINCY,MA,COSMETOLOGY AND BARBER SCHOOLS
WINONA STATE UNIVERSITY,WINONA,MN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
INTERACTIVE COLLEGE OF TECHNOLOGY-GAINESVILLE,GAINESVILLE,GA,JUNIOR COLLEGES
TENNESSEE BOARD OF REGENTS,NASHVILLE,TN,EDUCATIONAL SUPPORT SERVICES
STRATFORD UNIVERSITY,FAIRFAX,VA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
GEORGE MASON UNIVERSITY,FAIRFAX,VA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNION COLLEGE,BARBOURVILLE,KY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
LONGWOOD UNIVERSITY,FARMVILLE,VA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MANDL SCHOOL-THE COLLEGE OF ALLIED HEALTH,NEW YORK,NY,JUNIOR COLLEGES
COMMUNITY COLLEGE OF DENVER,DENVER,CO,JUNIOR COLLEGES
ABRAHAM BALDWIN AGRICULTURAL COLLEGE,TIFTON,GA,JUNIOR COLLEGES
UNIVERSITY OF WISCONSIN-MILWAUKEE,MILWAUKEE,WI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNITED STATES COAST GUARD ACADEMY,NEW LONDON,CT,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
WESTFIELD STATE UNIVERSITY,WESTFIELD,MA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF MICHIGAN-ANN ARBOR,ANN ARBOR,MI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
WEBSTER UNIVERSITY,SAINT LOUIS,MO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
NEW YORK UNIVERSITY,NEW YORK,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
WATTS SCHOOL OF NURSING,DURHAM,NC,OTHER TECHNICAL AND TRADE SCHOOLS
NEIGHBORHOOD PLAYHOUSE SCHOOL OF THE THEATER,NEW YORK CITY,NY,FLIGHT TRAINING
AMERICAN INSTITUTE OF MASSAGE THERAPY,SANTA ANA,CA,OTHER TECHNICAL AND TRADE SCHOOLS
UNIVERSITY OF SAINT MARY OF THE LAKE,MUNDELEIN,IL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UCAS UNIVERISTY OF COSMETOLOGY ARTS & SCIENCES-LA JOYA,LA JOYA,TX,COSMETOLOGY AND BARBER SCHOOLS
UNIVERSAL THERAPEUTIC MASSAGE INSTITUTE,ALBUQUERQUE,NM,OTHER TECHNICAL AND TRADE SCHOOLS
MONTANA STATE UNIVERSITY-NORTHERN,HAVRE,MT,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MINOT STATE UNIVERSITY,MINOT,ND,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNITECH TRAINING ACADEMY-WEST MONROE,WEST MONROE,LA,OTHER TECHNICAL AND TRADE SCHOOLS
WESTERN SUFFOLK BOCES,NORTHPORT,NY,OTHER TECHNICAL AND TRADE SCHOOLS
ARIA HEALTH SCHOOL OF NURSING,TREVOSE,PA,OTHER TECHNICAL AND TRADE SCHOOLS
TRANSFORMED BARBER AND COSMETOLOGY ACADEMY,KANSAS CITY,MO,COSMETOLOGY AND BARBER SCHOOLS
CORTIVA INSTITUTE-SALT LAKE,SALT LAKE CITY,UT,OTHER TECHNICAL AND TRADE SCHOOLS
ALDERSON BROADDUS UNIVERSITY,PHILIPPI,WV,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
HARTFORD SEMINARY,HARTFORD,CT,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
TONI & GUY HAIRDRESSING ACADEMY-ALBUQUERQUE,ALBUQUERQUE,NM,COSMETOLOGY AND BARBER SCHOOLS
ALLEN SCHOOL-BROOKLYN,BROOKLYN,NY,OTHER TECHNICAL AND TRADE SCHOOLS
TRINITY COLLEGE OF FLORIDA,TRINITY,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
TONI & GUY HAIRDRESSING ACADEMY-WORCESTER,WORCESTER,MA,COSMETOLOGY AND BARBER SCHOOLS
ARIZONA STATE UNIVERSITY-DOWNTOWN PHOENIX,PHOENIX,AZ,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
FASHION INSTITUTE OF TECHNOLOGY,NEW YORK,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
WALDORF UNIVERSITY,FOREST CITY,IA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ANNA MARIA COLLEGE,PAXTON,MA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
STRAYER UNIVERSITY-NORTH CAROLINA,MORRISVILLE,NC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
PAUL MITCHELL THE SCHOOL-TEMECULA,TEMECULA,CA,COSMETOLOGY AND BARBER SCHOOLS
EMPIRE BEAUTY SCHOOL-PINEVILLE,CHARLOTTE,NC,COSMETOLOGY AND BARBER SCHOOLS
COSMO BEAUTY ACADEMY,SACRAMENTO,CA,COSMETOLOGY AND BARBER SCHOOLS
AVEDA INSTITUTE-DENVER,DENVER,CO,COSMETOLOGY AND BARBER SCHOOLS
FUTURE-TECH INSTITUTE,MIAMI,FL,OTHER TECHNICAL AND TRADE SCHOOLS
NOVA ACADEMY OF COSMETOLOGY,ROCHESTER,MN,COSMETOLOGY AND BARBER SCHOOLS
HOLISTIC MASSAGE TRAINING INSTITUTE,BALTIMORE,MD,OTHER TECHNICAL AND TRADE SCHOOLS
DIAMONDS COSMETOLOGY COLLEGE,SHERMAN,TX,COSMETOLOGY AND BARBER SCHOOLS
NATIONAL PERSONAL TRAINING INSTITUTE OF COLORADO,COLORADO SPRINGS,CO,OTHER TECHNICAL AND TRADE SCHOOLS
SANTA ROSA JUNIOR COLLEGE,SANTA ROSA,CA,JUNIOR COLLEGES
PIKES PEAK COMMUNITY COLLEGE,COLORADO SPRINGS,CO,JUNIOR COLLEGES
MERCED COLLEGE,MERCED,CA,JUNIOR COLLEGES
COLUMBIANA COUNTY CAREER AND TECHNICAL CENTER,LISBON,OH,OTHER TECHNICAL AND TRADE SCHOOLS
SAE INSTITUTE OF TECHNOLOGY-MIAMI,NORTH MIAMI BEACH,FL,OTHER TECHNICAL AND TRADE SCHOOLS
IDEAL BEAUTY ACADEMY,LOUISVILLE,KY,COSMETOLOGY AND BARBER SCHOOLS
SHILOH UNIVERSITY,KALONA,IA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
FLORIDA INSTITUTE OF TECHNOLOGY-ONLINE,MELBOURNE,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
PAUL MITCHELL THE SCHOOL-PORTLAND,PORTLAND,OR,COSMETOLOGY AND BARBER SCHOOLS
MEDQUEST COLLEGE,LOUISVILLE,KY,OTHER TECHNICAL AND TRADE SCHOOLS
THE UNIVERSITY OF TEXAS OF THE PERMIAN BASIN,ODESSA,TX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
TAYLOR ANDREWS ACADEMY OF HAIR DESIGN-PROVO,PROVO,UT,OTHER TECHNICAL AND TRADE SCHOOLS
MOORPARK COLLEGE,MOORPARK,CA,JUNIOR COLLEGES
MILLENNIA ATLANTIC UNIVERSITY,DORAL,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
AUGUSTE ESCOFFIER SCHOOL OF CULINARY ARTS-BOULDER,BOULDER,CO,FINE ARTS SCHOOLS
FORBES ROAD CAREER AND TECHNOLOGY CENTER,MONROEVILLE,PA,OTHER TECHNICAL AND TRADE SCHOOLS
COLLEGE OF THE MUSCOGEE NATION,OKMULGEE,OK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
YESHIVA GEDOLAH KESSER TORAH,MONSEY,NY,OTHER TECHNICAL AND TRADE SCHOOLS
FRENCH ACADEMY OF COSMETOLOGY,SPRING LAKE,MI,COSMETOLOGY AND BARBER SCHOOLS
THE UNIVERSITY OF TENNESSEE HEALTH SCIENCE CENTER,MEMPHIS,TN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
FLORIDA CAREER COLLEGE-ORLANDO,ORLANDO,FL,JUNIOR COLLEGES
FLORIDA CAREER COLLEGE-MARGATE,MARGATE,FL,JUNIOR COLLEGES
SOUTHERN REGIONAL TECHNICAL COLLEGE,THOMASVILLE,GA,JUNIOR COLLEGES
NORTHERN CAREER INSTITUTE,EASTLAKE,OH,OTHER TECHNICAL AND TRADE SCHOOLS
BOWLING GREEN STATE UNIVERSITY-FIRELANDS,HURON,OH,JUNIOR COLLEGES
OKLAHOMA STATE UNIVERSITY CENTER FOR HEALTH SCIENCES,TULSA,OK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
WESTERN PIEDMONT COMMUNITY COLLEGE,MORGANTON,NC,JUNIOR COLLEGES
CARL SANDBURG COLLEGE,GALESBURG,IL,JUNIOR COLLEGES
SCHOOLCRAFT COLLEGE,LIVONIA,MI,JUNIOR COLLEGES
FREDERICK SCHOOL OF COSMETOLOGY,FREDERICK,MD,COSMETOLOGY AND BARBER SCHOOLS
EMPIRE BEAUTY SCHOOL-SPEEDWAY,SPEEDWAY,IN,COSMETOLOGY AND BARBER SCHOOLS
ALLEN COUNTY COMMUNITY COLLEGE,IOLA,KS,JUNIOR COLLEGES
MIDLAND COLLEGE,MIDLAND,TX,JUNIOR COLLEGES
SCHOOL OF ARCHITECTURE AT TALIESIN,SCOTTSDALE,AZ,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
SALON SUCCESS ACADEMY-REDLANDS,REDLANDS,CA,COSMETOLOGY AND BARBER SCHOOLS
CRISWELL COLLEGE,DALLAS,TX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
STRAYER UNIVERSITY-MARYLAND,SUITLAND,MD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
NEW BEGINNING COLLEGE OF COSMETOLOGY,ALBERTVILLE,AL,COSMETOLOGY AND BARBER SCHOOLS
LA BELLE BEAUTY SCHOOL,HIALEAH,FL,COSMETOLOGY AND BARBER SCHOOLS
RADFORD M LOCKLIN TECHNICAL COLLEGE,MILTON,FL,OTHER TECHNICAL AND TRADE SCHOOLS
SOUTHEASTERN UNIVERSITY,LAKELAND,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
SAINT JOSEPH SEMINARY COLLEGE,ST. BENEDICT,LA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
BEAVER FALLS BEAUTY ACADEMY,BEAVER FALLS,PA,COSMETOLOGY AND BARBER SCHOOLS
CLEMSON UNIVERSITY,CLEMSON,SC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UPMC JAMESON SCHOOL OF NURSING,NEW CASTLE,PA,OTHER TECHNICAL AND TRADE SCHOOLS
COLUMBIA STATE COMMUNITY COLLEGE,COLUMBIA,TN,JUNIOR COLLEGES
TEXAS A & M UNIVERSITY-COLLEGE STATION,COLLEGE STATION,TX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,LUBBOCK,TX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CALIFORNIA STATE UNIVERSITY-STANISLAUS,TURLOCK,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
FREMONT COLLEGE,CERRITOS,CA,JUNIOR COLLEGES
DENTAL ASSISTANT PRO LLC-COLUMBUS,WESTERVILLE,OH,OTHER TECHNICAL AND TRADE SCHOOLS
GALEN COLLEGE OF NURSING-CINCINNATI,CINCINNATI,OH,JUNIOR COLLEGES
COLLEGE OF THE CANYONS,SANTA CLARITA,CA,JUNIOR COLLEGES
UNIVERSITY OF SPA & COSMETOLOGY ARTS,SPRINGFIELD,IL,COSMETOLOGY AND BARBER SCHOOLS
SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,WEATHERFORD,OK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
EASTERN OKLAHOMA STATE COLLEGE,WILBURTON,OK,JUNIOR COLLEGES
LA SALLE UNIVERSITY,PHILADELPHIA,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
TEXAS TECH UNIVERSITY,LUBBOCK,TX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
INDIANA UNIVERSITY-KOKOMO,KOKOMO,IN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
SOUTHERN MAINE COMMUNITY COLLEGE,SOUTH PORTLAND,ME,JUNIOR COLLEGES
OHIO TECHNICAL COLLEGE,CLEVELAND,OH,JUNIOR COLLEGES
SOUTHERN OREGON UNIVERSITY,ASHLAND,OR,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
COLUMBIA GORGE COMMUNITY COLLEGE,THE DALLES,OR,JUNIOR COLLEGES
BLOOMSBURG UNIVERSITY OF PENNSYLVANIA,BLOOMSBURG,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
COLLEGE OF THE MAINLAND,TEXAS CITY,TX,JUNIOR COLLEGES
MYCOMPUTERCAREER.COM,INDIANAPOLIS,IN,OTHER TECHNICAL AND TRADE SCHOOLS
SHASTA COLLEGE,REDDING,CA,JUNIOR COLLEGES
MOUNT ANGEL SEMINARY,SAINT BENEDICT,OR,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
FORTIS INSTITUTE-FORTY FORT,FORTY FORT,PA,JUNIOR COLLEGES
PITTSBURGH THEOLOGICAL SEMINARY,PITTSBURGH,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
GEORGE T BAKER AVIATION TECHNICAL COLLEGE,MIAMI,FL,FLIGHT TRAINING
LAGRANGE COLLEGE,LAGRANGE,GA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
HEBREW COLLEGE,NEWTON CENTRE,MA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MCPHS UNIVERSITY,BOSTON,MA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
NAVAJO TECHNICAL UNIVERSITY,CROWNPOINT,NM,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
BRYANT & STRATTON COLLEGE-SYRACUSE,SYRACUSE,NY,JUNIOR COLLEGES
CUNY LAGUARDIA COMMUNITY COLLEGE,LONG ISLAND CITY,NY,JUNIOR COLLEGES
MIRRER YESHIVA CENT INSTITUTE,BROOKLYN,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
HERITAGE BIBLE COLLEGE,DUNN,NC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
P&A SCHOLARS BEAUTY SCHOOL,DETROIT,MI,COSMETOLOGY AND BARBER SCHOOLS
"SCHOOL OF PROFESSIONAL HORTICULTURE, NEW YORK BOTANICAL GARDEN",BRONX,NY,OTHER TECHNICAL AND TRADE SCHOOLS
STRAND COLLEGE OF HAIR DESIGN,MYRTLE BEACH,SC,COSMETOLOGY AND BARBER SCHOOLS
NORTHWEST CAREER COLLEGE,LAS VEGAS,NV,JUNIOR COLLEGES
EMPIRE BEAUTY SCHOOL-LANCASTER,LANCASTER,PA,COSMETOLOGY AND BARBER SCHOOLS
PITTSBURGH INSTITUTE OF MORTUARY SCIENCE INC,PITTSBURGH,PA,JUNIOR COLLEGES
UNIVERSITY OF CHARLESTON,CHARLESTON,WV,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
INDIANA STATE UNIVERSITY,TERRE HAUTE,IN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CITY COLLEGE-MIAMI,MIAMI,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
NATIONAL CAREER EDUCATION,CITRUS HEIGHTS,CA,OTHER TECHNICAL AND TRADE SCHOOLS
NEW ENGLAND SCHOOL OF HAIR DESIGN,WEST LEBANON,NH,COSMETOLOGY AND BARBER SCHOOLS
NEW MEXICO MILITARY INSTITUTE,ROSWELL,NM,JUNIOR COLLEGES
LAUREL BUSINESS INSTITUTE,UNIONTOWN,PA,JUNIOR COLLEGES
LANCASTER THEOLOGICAL SEMINARY,LANCASTER,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
NEWBERRY COLLEGE,NEWBERRY,SC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CANISIUS COLLEGE,BUFFALO,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
OCEAN CORPORATION,HOUSTON,TX,OTHER TECHNICAL AND TRADE SCHOOLS
THE ART INSTITUTE OF HOUSTON,HOUSTON,TX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
SPALDING UNIVERSITY,LOUISVILLE,KY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
XAVIER UNIVERSITY OF LOUISIANA,NEW ORLEANS,LA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CUNY BRONX COMMUNITY COLLEGE,BRONX,NY,JUNIOR COLLEGES
EMPIRE BEAUTY SCHOOL-SOMERSWORTH,SOMERSWORTH,NH,COSMETOLOGY AND BARBER SCHOOLS
PRAXIS INSTITUTE,MIAMI,FL,COSMETOLOGY AND BARBER SCHOOLS
PRESCOTT COLLEGE,PRESCOTT,AZ,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
SAINT VINCENT DE PAUL REGIONAL SEMINARY,BOYNTON BEACH,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
AVILA UNIVERSITY,KANSAS CITY,MO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
SENTARA COLLEGE OF HEALTH SCIENCES,CHESAPEAKE,VA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
EVERETT COMMUNITY COLLEGE,EVERETT,WA,JUNIOR COLLEGES
PIERCE COLLEGE-FORT STEILACOOM,LAKEWOOD,WA,JUNIOR COLLEGES
VERNON COLLEGE,VERNON,TX,JUNIOR COLLEGES
KECK GRADUATE INSTITUTE,CLAREMONT,CA,JUNIOR COLLEGES
CALC INSTITUTE OF TECHNOLOGY,ALTON,IL,OTHER TECHNICAL AND TRADE SCHOOLS
UNIVERSITY OF MAINE AT AUGUSTA,AUGUSTA,ME,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
EAST CENTRAL UNIVERSITY,ADA,OK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
RICHARD BLAND COLLEGE,SOUTH PRINCE GEORGE,VA,JUNIOR COLLEGES
CHIPPEWA VALLEY TECHNICAL COLLEGE,EAU CLAIRE,WI,JUNIOR COLLEGES
EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-PRESCOTT,PRESCOTT,AZ,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
PALO ALTO COLLEGE,SAN ANTONIO,TX,JUNIOR COLLEGES
FRONT RANGE COMMUNITY COLLEGE,WESTMINSTER,CO,JUNIOR COLLEGES
SOUTHERN NAZARENE UNIVERSITY,BETHANY,OK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
SIT GRADUATE INSTITUTE,BRATTLEBORO,VT,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
WALLA WALLA UNIVERSITY,COLLEGE PLACE,WA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF WISCONSIN-STEVENS POINT,STEVENS POINT,WI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
PAUL MITCHELL THE SCHOOL-BOISE,BOISE,ID,COSMETOLOGY AND BARBER SCHOOLS
UNIVERSITY OF WASHINGTON-TACOMA CAMPUS,TACOMA,WA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF THE WEST,ROSEMEAD,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MTI COLLEGE,SACRAMENTO,CA,JUNIOR COLLEGES
SOUTH SUBURBAN COLLEGE,SOUTH HOLLAND,IL,JUNIOR COLLEGES
ST. JOHN'S COLLEGE-DEPARTMENT OF NURSING,SPRINGFIELD,IL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CONCORDE CAREER COLLEGE-KANSAS CITY,KANSAS CITY,MO,JUNIOR COLLEGES
BARTON COUNTY COMMUNITY COLLEGE,GREAT BEND,KS,JUNIOR COLLEGES
SAMFORD UNIVERSITY,BIRMINGHAM,AL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
COLLEGE OF COASTAL GEORGIA,BRUNSWICK,GA,JUNIOR COLLEGES
PARKLAND COLLEGE,CHAMPAIGN,IL,JUNIOR COLLEGES
WESTERN OREGON UNIVERSITY,MONMOUTH,OR,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
VELVATEX COLLEGE OF BEAUTY CULTURE,LITTLE ROCK,AR,COSMETOLOGY AND BARBER SCHOOLS
SUNSTATE ACADEMY,FORT MYERS,FL,COSMETOLOGY AND BARBER SCHOOLS
PRISM CAREER INSTITUTE-PHILADELPHIA,PHILADELPHIA,PA,OTHER TECHNICAL AND TRADE SCHOOLS
UNIVERSITY OF PHOENIX-WASHINGTON,TUKWILA,WA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
BOLD BEAUTY ACADEMY,BILLINGS,MT,COSMETOLOGY AND BARBER SCHOOLS
HARRIS SCHOOL OF BUSINESS-LINWOOD CAMPUS,LINWOOD,NJ,BUSINESS AND SECRETARIAL SCHOOLS
COLLEGE OF BUSINESS AND TECHNOLOGY-MAIN CAMPUS,MIAMI,FL,JUNIOR COLLEGES
DELAWARE LEARNING INSTITUTE OF COSMETOLOGY,DAGSBORO,DE,COSMETOLOGY AND BARBER SCHOOLS
LOUISIANA CULINARY INSTITUTE,BATON ROUGE,LA,JUNIOR COLLEGES
CORINTH ACADEMY OF COSMETOLOGY,CORINTH,MS,COSMETOLOGY AND BARBER SCHOOLS
YESHIVA TORAS CHAIM,LAKEWOOD,NJ,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
AMERICAN CAREER COLLEGE-LOS ANGELES,LOS ANGELES,CA,JUNIOR COLLEGES
IBMC COLLEGE,FORT COLLINS,CO,JUNIOR COLLEGES
EMPIRE BEAUTY SCHOOL-FLORENCE,FLORENCE,KY,COSMETOLOGY AND BARBER SCHOOLS
